age,monthly_income,account_balance,login_frequency,support_tickets,churn
60,91842.39000000001,114560.11,14,3,0
55,143535.924,147524.82,8,2,0
46,130562.604,210238.61,11,4,0
40,146668.41,281983.17,17,5,0
31,115230.186,7249.32,13,4,1
33,102642.28199999999,213194.4,15,4,0
70,99660.456,81432.85,15,3,1
70,97964.55,173291.42,9,4,1
56,102310.83,27384.27,10,2,0
27,120199.93200000002,26035.94,15,4,1
56,115564.96800000001,81981.99,13,2,0
43,107605.278,80153.64,13,5,1
57,194491.35,53800.83,12,2,0
55,112271.454,119947.74,12,3,0
33,120016.26,107829.15,14,5,0
63,100698.102,113422.57,10,6,0
55,143851.32,158711.16,15,3,1
70,138943.098,146771.47,17,2,1
55,111612.22200000001,88056.37,15,4,0
58,145233.9,95311.39,14,6,1
56,130708.116,140647.47,10,4,1
42,61976.97,166270.06,9,5,1
35,63195.840000000004,48412.57,11,2,1
49,73767.43800000001,14879.05,12,4,0
62,112365.59400000001,191720.74,12,5,1
33,80924.886,52845.69,12,4,0
29,50616.09,5000.0,10,5,1
70,85393.13399999999,154531.71,7,2,1
42,106053.57,129779.52,11,2,0
63,104204.50200000001,47514.7,18,3,0
31,111953.772,100210.48,15,2,0
27,101061.81,178228.5,13,3,1
64,113322.816,105545.96,14,7,0
33,99741.042,140640.23,9,3,1
52,78406.11,85590.45,7,2,0
70,58957.758,138100.23,12,6,1
50,104338.04400000001,96918.04,13,2,1
70,125533.04400000001,132986.51,10,5,0
29,84582.126,84696.23,12,2,0
33,86394.636,212366.01,12,2,1
48,135254.772,141432.67,8,3,0
47,167560.39800000002,154783.76,10,5,0
37,157992.498,57946.52,15,6,0
40,86881.914,127473.64,12,6,1
41,80559.09000000001,101378.23,14,6,1
63,96573.888,192532.32,7,6,0
46,112509.54000000001,131117.92,9,6,1
62,117985.53600000001,150526.05,8,2,0
62,41026.32000000001,127640.29,9,4,1
38,151484.14800000002,5000.0,10,4,1
66,137226.024,130699.9,12,5,0
36,90650.376,208363.05,9,3,1
44,125220.06,72821.53,13,3,0
32,83397.852,122668.72,14,3,1
60,104263.758,130957.57,20,2,0
70,158543.388,96109.91,18,4,1
52,60032.556,176547.38,13,4,0
62,87495.552,143373.75,7,4,0
60,89338.626,191570.61,14,3,1
41,94995.63,49086.59,11,3,1
43,116828.604,120563.03,14,4,1
43,102851.154,229278.68,14,3,1
70,170946.342,44160.91,4,3,1
55,74668.01400000001,117751.14,9,4,0
60,134010.324,126684.15,9,3,1
70,93431.142,113945.25,10,3,1
35,120817.53000000001,189091.31,9,8,1
57,101763.45,73621.58,12,4,1
55,95611.914,55112.91,13,3,0
70,85507.83,218421.06,16,3,1
64,96853.842,147160.73,9,6,0
61,69712.686,72389.2,14,4,0
66,84836.26800000001,125771.51,11,2,0
70,27000.0,94265.86,10,3,1
48,95738.23800000001,122324.79,16,2,0
37,74792.79000000001,121222.03,20,4,0
40,95993.586,205430.45,10,4,0
70,76168.368,164841.34,9,3,0
58,144183.22199999998,202036.59,13,5,1
54,99983.64600000001,155336.37,10,4,0
63,101716.86600000001,102459.61,9,3,0
52,151066.566,158585.93,11,3,0
52,70496.028,117714.0,7,7,1
39,112539.22200000001,177872.52,10,6,0
35,59489.226,132190.13,9,7,1
36,76946.418,60479.27,17,3,1
57,79770.24,112028.72,11,3,1
59,170737.038,5000.0,17,2,0
65,82240.92,241625.98,9,6,1
43,134176.014,213956.12,12,3,1
70,127373.76,80887.4,6,3,1
53,159417.72,49744.8,11,3,0
70,100298.304,210219.41,12,4,0
61,61838.784,60069.32,5,3,1
45,66964.75200000001,157376.82,14,3,1
31,161190.216,266092.08,14,3,0
67,132007.48200000002,129118.57,12,5,0
52,162864.97199999998,157529.78,12,5,1
61,166164.012,193690.82,9,5,1
63,122144.292,147728.01,11,4,1
70,109045.476,70027.36,10,5,1
66,130765.302,127574.16,9,6,1
52,63693.054,334027.22,12,5,0
66,98156.826,146712.19,10,8,1
70,108840.726,145096.7,10,5,1
39,137022.354,131125.61,12,2,0
52,48080.808000000005,134431.31,14,6,0
43,44320.446,88058.85,10,3,1
40,151428.15,133473.31,13,2,0
62,129907.998,192288.42,15,3,1
70,93669.26400000001,5000.0,11,3,0
66,90266.994,126247.44,11,3,1
40,108155.448,131277.91,15,4,1
45,51265.764,110513.1,14,3,0
42,78965.51400000001,97292.75,10,2,1
40,144044.586,103907.59,16,4,1
29,144428.14800000002,217282.31,6,4,1
56,166963.914,103244.89,16,4,1
26,125566.272,136140.23,5,2,0
59,152001.54,125598.04,15,3,0
43,56955.024000000005,77253.96,12,2,0
50,58148.316,191937.59,8,6,1
40,27000.0,53317.3,5,4,1
53,56151.324,186848.85,11,3,1
63,40613.867999999995,188673.3,13,2,0
53,130741.956,139402.83,16,2,0
26,133634.016,35155.41,13,3,0
33,57100.32000000001,216682.04,14,2,0
70,48280.32000000001,154044.56,15,3,0
62,142316.1,177343.98,11,3,0
68,154413.396,180315.68,14,3,1
49,63435.744000000006,98002.88,15,7,0
70,116741.52,109726.86,15,5,0
70,159319.62,11373.71,13,3,1
65,118316.88000000002,83174.66,12,2,1
44,164251.098,129816.32,9,3,0
60,111076.65000000001,112666.05,10,4,1
61,116315.94600000001,73509.92,21,3,0
65,94444.03800000002,78969.25,14,3,1
69,30553.2,141029.55,13,3,0
70,88506.99,158461.53,9,5,1
45,71527.806,152305.66,7,2,1
70,145799.154,201052.19,9,2,1
70,56715.804,58440.15,9,2,1
40,102883.41,203154.96,13,2,1
67,109522.224,104892.43,10,4,0
70,128899.92600000002,158268.74,9,4,1
58,110520.918,161910.94,9,5,1
70,183068.316,151769.36,13,3,0
32,126644.85,74683.7,11,2,0
62,116581.96800000001,89219.51,17,6,1
62,115669.11600000001,113338.38,15,3,0
57,143735.00400000002,155361.12,9,3,1
59,52459.146,97508.06,16,5,1
57,80842.806,110901.41,9,5,1
33,109444.212,184081.68,12,4,0
61,80239.68,118922.81,13,2,1
40,112751.316,130516.14,9,3,0
70,41715.846000000005,97582.32,16,3,0
44,177054.714,139945.95,13,3,0
42,119107.87199999999,16505.86,11,6,1
33,111668.382,171106.14,12,2,1
46,71546.364,105055.74,11,4,0
57,137414.736,105689.5,17,3,0
42,141885.93600000002,154145.91,12,3,1
41,90324.25200000001,57110.99,6,4,0
63,105889.374,205219.55,11,4,1
51,56587.734000000004,288139.84,12,3,0
27,116756.784,78269.67,20,4,0
67,110746.04400000001,195302.44,9,4,0
46,146325.51,128680.55,13,3,1
70,126469.314,168132.73,14,4,0
47,152099.748,123081.69,22,4,0
70,103264.614,134232.43,12,4,0
46,115908.76800000001,96343.89,11,4,0
60,102198.906,65253.06,14,3,1
55,108926.51400000001,113079.48,15,2,1
32,85161.654,116512.63,13,4,0
38,104594.47200000001,163745.53,6,4,0
50,87430.554,66557.57,9,7,1
70,147670.72199999998,23398.17,9,2,1
63,122625.162,81088.65,13,4,1
45,114514.29000000001,57121.62,8,4,1
67,94025.016,138080.26,10,8,1
70,145905.21,197830.9,10,6,1
34,112622.598,62572.46,14,5,1
70,127645.866,95402.9,17,4,0
42,91525.03199999999,100085.12,16,5,1
44,119441.62800000001,39668.87,10,4,0
37,84056.598,81878.9,10,4,1
45,85204.872,106064.23,11,2,1
33,88258.302,119979.02,12,5,0
58,167685.138,166759.91,12,5,0
70,112723.758,102680.85,18,5,1
46,160044.39,255706.71,15,2,0
58,75594.348,189102.43,12,5,1
31,120468.42,140713.38,8,7,1
67,88439.67,187013.55,10,6,0
40,119501.244,190610.2,10,4,1
65,165680.658,200753.44,14,3,1
35,161359.632,5000.0,17,6,1
43,78598.44,155053.34,13,4,1
47,134730.828,91344.69,15,4,1
47,138444.48,99131.57,7,3,0
70,102337.07400000001,133122.62,13,4,0
34,93574.944,123655.7,12,4,1
50,76626.27,136413.97,21,5,1
53,113895.558,79659.66,15,4,1
28,59028.21,142055.39,15,8,1
42,98824.82400000001,164611.78,10,4,1
65,110855.57400000001,166093.58,21,6,0
36,81550.854,92727.95,19,3,1
70,65274.71400000001,123440.9,7,2,1
52,134020.872,140356.39,13,5,1
70,100497.582,83039.65,13,4,0
70,51898.5,67779.31,22,4,1
47,98610.948,165939.38,12,4,0
33,118571.364,276782.17,15,5,0
41,85003.056,37617.25,12,3,0
70,121336.56,153394.59,13,6,0
70,113511.6,131163.32,12,3,0
54,119508.552,142201.71,13,7,0
45,93994.23599999999,5000.0,11,4,0
46,88463.304,107760.12,8,3,0
55,143115.57,131186.19,10,5,0
30,116054.334,124823.59,8,3,0
70,122146.236,46526.41,10,4,1
39,128965.68000000001,147534.47,15,2,1
70,120042.144,164706.21,16,5,1
34,120939.53400000001,47980.19,11,3,1
70,118908.26999999999,180319.28,14,2,0
31,109428.318,5000.0,9,3,1
70,86840.046,127439.55,11,5,1
57,135374.112,111524.51,8,6,1
62,117569.53800000002,171642.95,14,4,1
30,96870.132,117130.49,14,7,1
42,137838.816,68856.11,9,6,0
41,174631.87800000003,128969.01,11,3,0
35,75314.934,69974.52,19,2,0
47,115853.22,27313.64,12,5,1
64,154304.208,67990.27,10,6,0
44,59898.6,81560.04,12,4,1
55,109367.082,110727.34,8,3,0
62,106436.898,150919.65,9,2,0
30,88181.694,153241.7,11,4,1
60,165917.75400000002,65926.95,10,3,1
70,137981.178,5000.0,13,3,1
45,106265.178,120715.57,14,4,0
30,60625.331999999995,134805.36,16,4,1
56,114001.542,197283.28,10,2,1
69,78669.612,115758.83,9,2,1
54,126512.81999999999,40562.97,3,3,1
67,97795.18800000001,65957.05,18,4,0
39,119391.318,23694.81,11,2,1
70,160492.806,72357.13,10,6,1
64,136294.524,253147.74,11,5,0
40,100270.26,187889.46,15,6,0
26,105330.582,111683.18,18,3,1
27,79453.332,138167.24,13,6,1
50,136337.958,119128.42,12,2,0
52,78094.152,68943.31,8,5,0
58,89825.63399999999,59835.81,10,4,1
70,59553.162,100901.56,8,6,1
62,112246.83,47480.77,6,2,1
70,176555.07,140956.13,8,3,1
34,93867.93,122377.63,9,6,0
44,94288.248,128718.52,13,4,1
70,91158.552,109144.35,16,6,1
46,113408.45999999999,178934.95,7,4,0
70,123158.754,158367.16,11,7,1
70,195412.896,149748.35,11,6,1
70,153030.51,85154.43,16,6,0
68,117836.892,209663.5,15,4,0
64,74252.52,78206.12,8,3,0
70,156518.604,167218.73,11,3,1
26,126960.606,231390.26,12,4,0
68,84924.306,131399.83,11,4,0
46,120962.7,112323.56,14,4,0
52,113101.2,84928.22,10,3,1
49,151046.406,210075.49,6,5,1
33,126509.022,148692.86,12,4,0
49,84180.042,107219.01,12,6,0
53,123205.26599999999,245347.9,19,4,1
48,166834.33200000002,68378.71,11,8,0
30,124862.97600000001,5000.0,19,4,0
62,97514.748,122102.0,16,3,1
66,91780.308,56970.21,13,5,1
57,194031.612,79238.41,12,3,0
62,155327.58000000002,96313.95,13,4,1
30,79369.398,206309.48,17,2,0
56,131013.054,157415.15,9,6,1
48,156131.586,12414.26,18,5,1
44,140562.774,27115.3,11,2,0
45,93963.834,199328.89,13,4,1
63,106533.126,40282.99,15,5,1
62,41295.762,104745.98,9,6,1
48,101624.652,164308.52,12,5,0
70,103913.334,77499.48,8,3,1
49,139100.49000000002,60789.04,18,3,0
55,100305.684,102117.31,11,3,1
57,89618.94,74718.24,13,2,0
30,165303.45,131385.5,13,5,0
57,143531.928,197865.87,10,4,1
36,87933.168,133398.08,9,3,1
37,32755.644000000004,92177.66,10,2,0
44,45717.588,47155.86,8,4,1
64,102514.194,65018.57,7,5,0
27,107143.272,5000.0,11,4,1
35,103129.93800000001,198568.75,4,3,1
29,138324.474,140053.66,9,5,0
67,171866.574,190244.6,15,4,0
70,135652.19400000002,101278.14,10,3,0
40,117917.388,267815.34,10,7,0
45,116910.756,195564.02,15,4,1
51,56602.26,99739.91,9,2,0
27,142274.772,71622.05,11,6,0
61,100603.746,22160.45,13,3,1
46,142744.19400000002,60734.76,7,4,1
49,66283.79400000001,131937.28,18,5,1
52,98025.76800000001,5000.0,11,5,0
51,49320.09,168227.34,11,2,1
52,96630.732,190537.21,8,5,1
30,170092.638,137296.28,10,6,1
66,81445.932,115127.91,15,4,0
66,91823.184,72789.35,11,2,0
70,90176.076,256179.03,9,2,1
49,119259.07199999999,101061.48,11,4,0
54,70993.962,207288.31,10,3,0
54,89049.186,151257.2,14,6,0
70,58479.552,210867.21,9,4,1
36,200000.0,191265.0,11,4,1
60,84504.618,67276.65,13,2,1
60,99483.318,147796.32,6,2,0
37,63012.509999999995,110330.83,12,6,1
29,108514.422,178958.84,11,4,0
68,96094.296,57540.42,7,2,1
35,36284.976,112589.53,20,2,0
28,200000.0,87115.71,13,4,1
61,91417.5,135246.28,14,10,1
41,91985.23800000001,30577.21,15,4,0
62,134215.83000000002,135506.53,19,5,0
70,31692.582000000002,84854.1,4,4,1
52,99597.22200000001,154610.71,16,4,0
70,59938.10999999999,90377.71,15,4,1
37,80551.656,95037.89,17,6,1
39,89011.53,115327.67,13,5,1
70,27000.0,109848.7,14,6,1
46,86240.754,5000.0,12,2,0
30,115177.86,157925.03,13,3,1
39,70392.708,117982.63,21,6,1
38,112141.584,101139.91,17,4,1
64,96274.926,126821.75,6,3,1
67,155145.22199999998,74992.83,17,3,0
41,100763.982,130294.84,11,3,1
66,117640.494,17087.9,8,3,1
70,109579.392,51939.86,10,3,0
56,97087.482,120299.82,13,3,1
70,166102.956,16010.7,10,6,1
53,122665.87800000001,122278.93,5,5,1
32,119646.81,227067.14,10,4,1
44,134298.162,201817.87,12,2,0
55,183634.29,174039.57,9,4,1
34,77339.7,80152.36,10,4,0
67,157961.304,68675.48,14,5,1
59,71410.212,122272.87,18,4,0
46,103835.178,174353.47,6,2,1
46,134428.284,141239.79,17,4,0
36,152413.91999999998,112738.1,11,3,0
66,78618.996,112058.58,12,5,1
36,151626.996,242009.39,4,4,0
34,132537.978,5000.0,14,4,0
60,192437.02800000002,35415.39,12,2,1
47,62554.518000000004,175394.34,8,5,1
31,128029.46399999999,142684.05,11,6,0
58,92530.13399999999,45179.31,6,4,0
70,95846.148,193372.61,12,6,1
48,108818.136,53138.4,16,4,0
67,90026.082,116742.32,16,5,0
27,126110.84400000001,115362.97,16,6,1
70,112605.246,134264.77,16,3,1
54,72525.114,110339.14,13,4,0
52,192016.746,170888.52,19,4,0
30,110470.95,104915.23,9,5,1
52,44263.74600000001,80062.98,10,7,1
26,99481.842,75303.81,12,3,0
43,110476.278,12362.71,13,3,0
37,98146.512,98023.21,9,3,0
69,98487.0,223750.59,17,4,0
35,154036.782,113848.84,6,2,1
26,88118.51400000001,207793.49,14,5,1
64,92039.56199999999,75016.22,16,7,1
70,89185.626,141883.32,8,4,0
62,94420.44,139944.78,4,4,0
34,84065.49,5000.0,13,2,0
67,112773.168,51963.31,12,2,0
27,148066.29,39057.13,14,7,1
67,113430.456,142818.73,18,4,0
69,114072.372,27422.68,12,3,1
70,91362.49200000001,177234.74,8,6,0
47,89904.132,120282.03,10,3,0
49,55742.274000000005,66747.35,9,6,0
68,175251.888,43852.46,13,6,1
70,99194.598,251773.81,13,5,1
30,74011.698,165232.38,12,2,1
59,109994.68800000001,118422.73,9,4,0
70,100646.838,221375.5,16,3,0
59,149798.7,105015.97,15,5,1
55,122248.962,159752.73,15,6,1
34,68807.61,102498.44,19,4,1
63,89153.55,161928.51,11,3,0
70,75963.31199999999,153607.82,13,5,0
55,101321.1,194352.1,16,3,0
63,51920.53200000001,191462.76,8,2,0
54,168842.48400000003,127125.24,10,5,1
57,121548.384,97538.8,14,2,0
70,114710.184,132586.96,14,4,1
40,117958.878,168669.03,15,3,0
30,130264.83000000002,161130.53,9,5,0
39,78101.51400000001,78028.18,7,2,0
34,112688.568,134913.58,12,5,0
61,166468.176,122978.19,10,4,0
44,159962.994,210630.12,15,3,0
68,68605.596,234361.33,7,5,1
50,91116.45,73420.76,11,4,0
67,97427.19600000001,87493.45,4,2,1
34,41999.832,198313.3,8,4,1
26,85993.362,128093.97,11,4,0
38,107178.732,143229.97,13,3,0
70,126282.43800000001,154993.75,14,6,1
56,102146.832,37675.3,9,2,0
52,56520.234000000004,48518.72,10,2,0
49,99513.45,190345.65,15,3,0
37,79979.61600000001,144613.83,16,4,1
30,142448.34600000002,192381.73,9,4,0
63,139538.75400000002,120906.51,10,2,1
31,90719.712,168073.63,14,4,0
66,155121.498,156244.04,12,5,1
66,96843.132,110508.12,12,5,0
70,119727.486,199703.47,9,3,0
48,160551.882,118678.19,9,2,0
49,133678.602,189466.0,12,7,1
58,101384.622,35591.56,11,5,1
57,115379.568,138587.7,8,7,1
58,200000.0,276366.93,12,2,0
70,102078.342,196828.33,15,4,1
50,124044.66,30748.72,14,5,1
48,72768.348,43969.8,14,2,0
70,130102.308,116275.55,5,4,0
32,94422.78,147911.1,11,3,1
59,141147.918,80723.19,14,4,0
64,80086.03199999999,64779.48,14,3,0
70,134045.154,25837.42,14,5,1
68,112496.94,67359.66,14,4,1
29,122848.34400000001,5000.0,12,3,1
55,128922.51599999999,86960.37,14,2,1
52,138793.87800000003,179619.9,14,3,1
50,79675.92,144786.64,7,2,0
55,43589.052,94388.4,6,4,1
38,106170.12000000001,260005.11,9,5,0
67,136064.26799999998,113828.15,11,2,1
70,70226.244,89333.82,9,3,1
70,148556.988,133150.54,16,5,1
70,78374.84400000001,212454.42,10,2,1
70,115935.786,80832.72,18,4,1
28,111613.51800000001,278904.32,14,5,1
65,113438.34000000001,88145.09,10,5,0
33,159998.184,101032.94,14,6,0
55,68890.302,195596.93,12,4,0
49,76353.48,111588.96,9,3,1
46,93075.948,207204.63,13,6,1
56,118629.71999999999,166511.64,15,7,1
70,79045.72200000001,76103.6,10,3,1
57,157171.914,126343.46,12,2,1
65,111058.65000000001,144974.24,15,4,1
42,107970.75,181072.69,17,3,1
51,93630.852,269826.34,10,5,1
35,142989.066,168635.76,11,4,0
54,159362.946,98114.18,4,3,0
29,27000.0,176964.27,12,6,0
65,128222.802,190416.23,10,4,1
70,70373.484,73003.16,10,3,1
26,123766.63200000001,184101.29,18,6,0
58,115870.536,124500.02,17,3,1
58,119966.77800000002,102243.23,12,5,0
44,105248.214,168413.68,10,4,1
70,92907.036,5000.0,12,3,1
67,137682.684,16036.58,16,4,1
57,75480.606,155444.65,10,4,1
67,160913.52,163418.66,9,5,0
70,135419.04,58478.99,10,3,1
51,63168.174,50908.44,17,2,0
62,50724.018,186244.32,13,4,0
66,167313.69,66602.59,13,4,1
50,104896.26,182276.75,15,2,1
69,71179.902,112827.16,7,4,1
40,142155.774,128790.99,11,2,0
47,112936.96800000001,68280.4,12,5,0
42,126340.542,178564.47,11,4,0
27,109538.478,185189.29,12,4,1
29,112659.012,163497.28,16,8,1
62,130999.806,93198.57,10,3,0
67,139106.556,126412.12,12,5,0
40,40166.784,61173.5,11,4,1
58,105502.644,135317.62,9,4,1
36,134039.14200000002,180206.39,10,5,0
53,145850.66999999998,90845.68,12,5,1
36,96334.974,78099.12,8,4,1
27,105693.03,44420.19,9,4,1
56,80291.19600000001,125245.71,13,6,0
32,46873.926,110063.0,13,2,0
26,88376.256,109343.45,9,3,0
38,127039.42800000001,258473.0,10,4,0
67,105203.376,236744.86,11,5,1
33,148608.954,44706.92,14,5,1
49,87195.276,5000.0,10,3,1
40,124258.17600000002,81758.3,11,5,0
41,101148.588,76198.88,8,5,0
53,122368.78800000002,182855.22,11,5,0
63,81005.922,164964.34,16,4,0
67,102685.428,70671.97,14,5,1
70,105245.44200000001,209997.94,14,4,1
68,115857.828,227186.47,11,2,0
44,176341.968,107284.21,7,2,1
70,63364.770000000004,85863.94,15,3,1
59,138430.53000000003,104399.56,12,4,1
70,83573.586,109553.15,13,4,0
42,111520.512,164487.87,16,3,0
58,98225.748,54321.33,17,7,1
52,107414.712,5000.0,7,3,0
70,162206.83800000002,67383.7,7,3,1
49,97559.82,180330.63,9,4,1
70,170564.328,88859.75,8,5,1
65,69163.86600000001,112093.23,15,5,0
26,110435.724,279818.42,16,3,0
38,93953.71800000001,71780.58,14,4,1
29,67134.654,107399.71,15,7,1
53,120549.47399999999,5000.0,12,5,1
66,84846.888,85037.57,12,3,1
26,136516.05000000002,118102.79,11,4,1
68,79770.888,82469.66,14,2,0
67,116498.232,37034.45,7,4,1
37,116892.28800000002,84143.08,7,4,1
44,171905.328,66101.95,6,4,1
70,123548.09400000001,106943.43,11,7,1
48,86518.76400000001,118859.66,12,3,1
65,49575.456,96721.34,5,4,1
40,103421.07,109287.49,18,5,1
66,151150.266,142970.12,17,4,1
34,127767.07800000001,160271.24,12,3,0
40,80281.296,93682.99,13,3,1
37,112895.262,94605.01,14,8,1
70,127979.31599999999,133997.67,11,2,1
49,98674.326,182397.88,13,5,1
68,110091.69,91125.33,8,5,1
70,104214.726,104810.25,11,4,0
55,111132.18,153020.19,13,5,1
60,143657.08200000002,73837.72,15,3,1
40,27000.0,158133.72,12,3,1
45,27000.0,191589.2,13,4,1
70,145699.39800000002,101447.91,16,2,0
33,92551.086,209443.49,13,3,1
68,148304.52,95381.84,11,2,1
62,161211.024,56169.5,10,3,1
45,92157.04800000001,196623.74,18,6,1
66,101019.582,115526.72,9,6,0
30,146133.84600000002,49076.03,18,4,1
68,147074.256,137233.62,7,4,0
59,120966.33600000001,183722.84,10,5,1
32,136846.80000000002,202478.61,9,2,1
70,96714.81,86745.84,13,6,0
31,123332.77800000002,238542.48,14,2,0
26,93025.18800000001,151306.11,7,5,0
56,135201.474,221890.81,15,4,1
35,82661.886,62634.85,12,5,0
70,107761.95,99633.15,14,5,0
26,116566.632,115316.52,13,5,1
63,27000.0,37999.96,8,4,0
67,163385.154,67264.26,17,6,1
70,49911.426,173107.75,14,3,0
42,96686.082,69062.05,14,2,1
70,93309.69600000001,68960.17,10,4,0
53,102204.63,52143.22,15,4,1
66,34306.956,129953.95,17,5,0
50,130761.666,70020.12,13,2,0
32,120982.91399999999,131913.89,14,5,1
69,116446.914,105409.15,19,5,1
46,123999.498,153163.46,8,3,1
54,154682.496,104619.3,13,3,0
61,98048.664,13632.99,7,8,1
62,85534.776,164042.06,11,6,1
65,141191.406,66957.48,18,2,0
46,68011.758,111642.07,14,2,1
62,94134.49200000001,75663.04,10,3,1
29,75155.184,38599.96,7,5,1
70,148493.736,188872.95,15,4,1
46,105853.51800000001,176531.23,15,3,0
70,143968.644,119669.19,10,4,1
63,129090.78000000001,123780.8,11,3,0
64,70895.52,188527.0,12,4,0
42,105155.01,183035.15,8,3,1
46,71658.54000000001,125738.89,15,6,0
34,42626.934,127025.18,11,2,1
34,108469.8,104600.06,4,4,0
41,70071.66,64897.75,12,5,1
48,103104.792,101474.27,11,3,0
34,99660.888,184595.76,9,6,1
36,161828.172,12358.98,6,3,1
70,93632.94,133717.27,12,5,0
51,86094.99,150717.83,15,4,0
58,102269.53800000002,41283.67,11,5,0
39,67830.534,102991.4,13,3,0
48,111971.88,113892.94,14,3,0
33,125553.81599999999,156217.34,11,5,0
27,87684.498,139445.7,8,7,1
70,62850.564000000006,106566.93,15,4,0
57,78793.686,49534.18,10,6,1
53,135286.65,68835.71,16,5,0
59,80367.3,198847.19,9,4,1
66,104776.21800000001,173110.77,8,5,0
35,78463.854,93834.77,16,5,1
70,76833.36,63921.86,15,3,0
53,131192.496,122859.71,13,3,0
56,42207.876000000004,171284.2,7,9,1
46,155471.796,73648.78,8,3,0
53,114817.536,142508.5,8,3,1
70,133449.228,56889.71,9,5,0
66,85207.68,166748.89,17,5,0
45,64512.611999999994,11790.73,12,2,0
34,27000.0,77599.05,7,2,0
44,83658.36600000001,65226.51,9,2,0
43,128754.26999999999,104767.66,11,2,1
33,114386.058,85950.28,9,5,1
69,118568.01599999999,54913.12,9,5,0
64,71003.91600000001,152471.63,13,4,0
67,83064.978,112398.55,21,2,0
70,143633.412,132873.32,17,6,1
30,58149.270000000004,84370.23,15,2,0
63,63574.146,47707.6,16,5,0
70,163863.79200000002,5000.0,9,5,1
36,129525.624,69155.01,11,5,1
39,140304.204,105682.36,8,8,1
64,94603.44600000001,136932.68,11,5,0
55,69735.582,58913.13,12,4,0
70,100570.96800000001,164134.99,20,2,1
37,117408.51,30589.91,15,4,0
57,151492.086,92189.22,8,3,1
29,167037.714,206698.12,11,6,0
57,93275.19,163614.54,10,3,1
70,128856.02399999999,233848.55,16,5,1
56,83528.892,137773.07,11,3,0
63,90467.748,129082.92,10,5,1
